time,threadID,CPU
294767,0,1
294946,0,1
295125,0,1
295306,0,1
295484,0,1
295663,0,1
295842,0,1
296021,0,1
296201,0,1
296380,0,1
296560,0,1
296738,0,1
296918,0,1
297097,0,1
297278,0,1
297456,0,1
297635,0,1
297816,0,1
297995,0,1
298174,0,1
298353,0,1
298533,0,1
298713,0,1
298891,0,1
299071,0,1
299251,0,1
299431,0,1
299626,0,1
299806,0,1
299985,0,1
300165,0,1
300344,0,1
300523,0,1
300704,0,1
300882,0,1
301062,0,1
301241,0,1
301421,0,1
301602,0,1
301780,0,1
301960,0,1
302140,0,1
302320,0,1
302500,0,1
302678,0,1
302858,0,1
303038,0,1
303219,0,1
303396,0,1
303577,0,1
303756,0,1
303936,0,1
304116,0,1
304295,0,1
304475,0,1
304654,0,1
304834,0,1
305012,0,1
305192,0,1
305372,0,1
305552,0,1
305731,0,1
305910,0,1
306089,0,1
306269,0,1
306449,0,1
306629,0,1
306808,0,1
306986,0,1
307167,0,1
307346,0,1
307525,0,1
307704,0,1
307884,0,1
308063,0,1
308243,0,1
308421,0,1
308602,0,1
308781,0,1
308960,0,1
309139,0,1
309318,0,1
309497,0,1
309677,0,1
309857,0,1
310035,0,1
310214,0,1
310394,0,1
310573,0,1
310752,0,1
310931,0,1
311111,0,1
311289,0,1
311469,0,1
311648,0,1
311827,0,1
312006,0,1
312186,0,1
312364,0,1
312544,0,1
312723,0,1
312903,0,1
313081,0,1
313260,0,1
313439,0,1
313619,0,1
313797,0,1
313976,0,1
314154,0,1
314334,0,1
314514,0,1
314692,0,1
314871,0,1
315051,0,1
315230,0,1
315409,0,1
315587,0,1
315766,0,1
315945,0,1
316125,0,1
316303,0,1
316482,0,1
316660,0,1
316839,0,1
317018,0,1
317197,0,1
317376,0,1
317556,0,1
317733,0,1
317913,0,1
318091,0,1
318271,0,1
318449,0,1
318628,0,1
318807,0,1
318986,0,1
319164,0,1
319344,0,1
319523,0,1
319701,0,1
319878,0,1
320059,0,1
320238,0,1
320417,0,1
320594,0,1
320774,0,1
320953,0,1
321148,0,1
321328,0,1
321506,0,1
321685,0,1
321863,0,1
322043,0,1
322222,0,1
322401,0,1
322581,0,1
322760,0,1
322939,0,1
323118,0,1
323297,0,1
323477,0,1
323654,0,1
323834,0,1
324014,0,1
324192,0,1
324375,0,1
324553,0,1
324733,0,1
324912,0,1
325090,0,1
325269,0,1
325449,0,1
325627,0,1
325807,0,1
325986,0,1
326165,0,1
326345,0,1
326524,0,1
326703,0,1
326882,0,1
327061,0,1
327241,0,1
327420,0,1
327599,0,1
327778,0,1
327959,0,1
328137,0,1
328317,0,1
328495,0,1
328676,0,1
328854,0,1
329034,0,1
329213,0,1
329393,0,1
329571,0,1
329752,0,1
329931,0,1
330111,0,1
330289,0,1
330469,0,1
330648,0,1
330828,0,1
331008,0,1
331186,0,1
331366,0,1
331546,0,1
331726,0,1
331904,0,1
332086,0,1
332264,0,1
332443,0,1
332622,0,1
332803,0,1
332982,0,1
333162,0,1
333342,0,1
333520,0,1
333700,0,1
333880,0,1
334060,0,1
334238,0,1
334418,0,1
334599,0,1
334778,0,1
334959,0,1
335137,0,1
335317,0,1
335498,0,1
335677,0,1
335856,0,1
336035,0,1
336214,0,1
336394,0,1
336574,0,1
336753,0,1
336933,0,1
337112,0,1
337292,0,1
337472,0,1
337651,0,1
337831,0,1
338010,0,1
338190,0,1
338369,0,1
338547,0,1
338727,0,1
338906,0,1
339087,0,1
339265,0,1
339445,0,1
339625,0,1
339803,0,1
339983,0,1
340163,0,1
340341,0,1
340521,0,1
340700,0,1
340880,0,1
341059,0,1
341238,0,1
341418,0,1
341597,0,1
341776,0,1
341955,0,1
342134,0,1
342314,0,1
342493,0,1
342672,0,1
342852,0,1
343030,0,1
343210,0,1
343389,0,1
343568,0,1
343748,0,1
343927,0,1
344106,0,1
344285,0,1
344464,0,1
344643,0,1
344822,0,1
345001,0,1
345181,0,1
345359,0,1
345538,0,1
345717,0,1
345897,0,1
346075,0,1
346255,0,1
346434,0,1
346612,0,1
346791,0,1
346970,0,1
347150,0,1
347328,0,1
347505,0,1
347686,0,1
347864,0,1
348044,0,1
348223,0,1
348418,0,1
348597,0,1
348776,0,1
348955,0,1
349132,0,1
349312,0,1
349492,0,1
349671,0,1
349849,0,1
350028,0,1
350208,0,1
350385,0,1
350564,0,1
350744,0,1
350921,0,1
351102,0,1
351279,0,1
351459,0,1
351637,0,1
351817,0,1
351995,0,1
352174,0,1
352353,0,1
352532,0,1
352711,0,1
352890,0,1
353070,0,1
353247,0,1
353427,0,1
353605,0,1
353784,0,1
353963,0,1
354142,0,1
354321,0,1
354500,0,1
354679,0,1
354858,0,1
355038,0,1
355217,0,1
355396,0,1
355575,0,1
355755,0,1
355933,0,1
356112,0,1
356291,0,1
356470,0,1
356649,0,1
356828,0,1
357007,0,1
357186,0,1
357366,0,1
357545,0,1
357724,0,1
357903,0,1
358083,0,1
358262,0,1
358442,0,1
358620,0,1
358799,0,1
358978,0,1
359157,0,1
359338,0,1
359517,0,1
359695,0,1
359875,0,1
360054,0,1
360233,0,1
360413,0,1
360591,0,1
360771,0,1
360951,0,1
361130,0,1
361310,0,1
361488,0,1
361668,0,1
361848,0,1
362026,0,1
362206,0,1
362385,0,1
362566,0,1
362745,0,1
362924,0,1
363103,0,1
363283,0,1
363463,0,1
363642,0,1
363822,0,1
364001,0,1
364181,0,1
364360,0,1
364540,0,1
364719,0,1
364898,0,1
365078,0,1
365257,0,1
365437,0,1
365617,0,1
365796,0,1
365977,0,1
366157,0,1
366335,0,1
366515,0,1
366696,0,1
366875,0,1
367053,0,1
367234,0,1
367413,0,1
367594,0,1
367773,0,1
367952,0,1
368131,0,1
368311,0,1
368491,0,1
368670,0,1
368849,0,1
369029,0,1
369209,0,1
369387,0,1
369568,0,1
369747,0,1
369927,0,1
370106,0,1
370288,0,1
370467,0,1
370648,0,1
370826,0,1
371005,0,1
371185,0,1
371364,0,1
371545,0,1
371724,0,1
371903,0,1
372081,0,1
372262,0,1
372441,0,1
372620,0,1
372799,0,1
372979,0,1
373158,0,1
373337,0,1
373517,0,1
373696,0,1
373875,0,1
374053,0,1
374233,0,1
374413,0,1
374592,0,1
374771,0,1
374950,0,1
375130,0,1
375309,0,1
375487,0,1
375684,0,1
375863,0,1
376111,0,1
376280,0,1
376460,0,1
376640,0,1
376818,0,1
376997,0,1
377177,0,1
377356,0,1
377535,0,1
377713,0,1
377892,0,1
378070,0,1
378250,0,1
378428,0,1
378608,0,1
378787,0,1
378966,0,1
379145,0,1
379325,0,1
379502,0,1
379682,0,1
379861,0,1
380040,0,1
380219,0,1
380398,0,1
380576,0,1
380755,0,1
380935,0,1
381113,0,1
381292,0,1
381471,0,1
381650,0,1
381828,0,1
382007,0,1
382186,0,1
382366,0,1
382544,0,1
382724,0,1
382901,0,1
383080,0,1
383260,0,1
383438,0,1
383617,0,1
383796,0,1
383974,0,1
384153,0,1
384333,0,1
384511,0,1
384690,0,1
384869,0,1
385048,0,1
385227,0,1
385406,0,1
385586,0,1
385764,0,1
385942,0,1
386122,0,1
386302,0,1
386480,0,1
386659,0,1
386838,0,1
387017,0,1
387196,0,1
387375,0,1
387553,0,1
387733,0,1
387912,0,1
388092,0,1
388271,0,1
388450,0,1
388630,0,1
388809,0,1
388987,0,1
389166,0,1
389345,0,1
389524,0,1
389703,0,1
389882,0,1
390061,0,1
390241,0,1
390421,0,1
390599,0,1
390779,0,1
390958,0,1
391137,0,1
391317,0,1
391496,0,1
391674,0,1
391854,0,1
392034,0,1
392213,0,1
392392,0,1
392571,0,1
392751,0,1
392931,0,1
393109,0,1
393289,0,1
393469,0,1
393648,0,1
393828,0,1
394006,0,1
394186,0,1
394366,0,1
394544,0,1
394724,0,1
394904,0,1
395084,0,1
395262,0,1
395442,0,1
395621,0,1
395802,0,1
395980,0,1
396160,0,1
396339,0,1
396519,0,1
396700,0,1
396878,0,1
397059,0,1
397237,0,1
397417,0,1
397597,0,1
397776,0,1
397956,0,1
398135,0,1
398315,0,1
398495,0,1
398674,0,1
398853,0,1
399034,0,1
399214,0,1
399393,0,1
399573,0,1
399752,0,1
399932,0,1
400111,0,1
400291,0,1
400470,0,1
400649,0,1
400829,0,1
401008,0,1
401188,0,1
401367,0,1
401547,0,1
401727,0,1
401906,0,1
402085,0,1
402265,0,1
402445,0,1
402625,0,1
402803,0,1
403000,0,1
403178,0,1
403358,0,1
403538,0,1
403716,0,1
403896,0,1
404075,0,1
404255,0,1
404434,0,1
404613,0,1
404793,0,1
404972,0,1
405151,0,1
405330,0,1
405510,0,1
405689,0,1
405869,0,1
406047,0,1
406227,0,1
406406,0,1
406586,0,1
406765,0,1
406960,0,1
407140,0,1
407335,0,1
407514,0,1
407693,0,1
407872,0,1
408052,0,1
408231,0,1
408410,0,1
408589,0,1
408768,0,1
408947,0,1
409126,0,1
409306,0,1
409484,0,1
409663,0,1
409842,0,1
410021,0,1
410200,0,1
410380,0,1
410559,0,1
410737,0,1
410916,0,1
411095,0,1
411274,0,1
411453,0,1
411631,0,1
411811,0,1
411989,0,1
412169,0,1
412348,0,1
412526,0,1
412705,0,1
412885,0,1
413064,0,1
413243,0,1
413421,0,1
413600,0,1
413779,0,1
413958,0,1
414137,0,1
414315,0,1
414495,0,1
414673,0,1
414852,0,1
415030,0,1
415210,0,1
415387,0,1
415567,0,1
415746,0,1
415924,0,1
416104,0,1
416287,0,1
416464,0,1
416643,0,1
416822,0,1
417002,0,1
417181,0,1
417359,0,1
417537,0,1
417716,0,1
417896,0,1
418075,0,1
418255,0,1
418433,0,1
418612,0,1
418791,0,1
418970,0,1
419150,0,1
419328,0,1
419508,0,1
419687,0,1
419866,0,1
420045,0,1
420224,0,1
420403,0,1
420581,0,1
420761,0,1
420940,0,1
421120,0,1
421298,0,1
421477,0,1
421656,0,1
421836,0,1
422080,0,1
422250,0,1
422429,0,1
422608,0,1
422788,0,1
422966,0,1
423146,0,1
423326,0,1
423505,0,1
423684,0,1
423863,0,1
424044,0,1
424222,0,1
424401,0,1
424580,0,1
424760,0,1
424939,0,1
425118,0,1
425298,0,1
425477,0,1
425657,0,1
425836,0,1
426015,0,1
426195,0,1
426375,0,1
426553,0,1
426733,0,1
426912,0,1
427092,0,1
427271,0,1
427451,0,1
427630,0,1
427810,0,1
427988,0,1
428169,0,1
428349,0,1
428528,0,1
428708,0,1
428887,0,1
429067,0,1
429246,0,1
429426,0,1
429606,0,1
429785,0,1
476221,0,1
476390,0,1
476568,0,1
476747,0,1
476927,0,1
477105,0,1
477284,0,1
477463,0,1
477642,0,1
477820,0,1
478000,0,1
478178,0,1
478358,0,1
478537,0,1
478715,0,1
478893,0,1
479072,0,1
479250,0,1
479429,0,1
479609,0,1
479788,0,1
479966,0,1
480145,0,1
480325,0,1
480505,0,1
480682,0,1
480861,0,1
481040,0,1
481219,0,1
481398,0,1
481578,0,1
481755,0,1
481935,0,1
482113,0,1
482293,0,1
482472,0,1
482651,0,1
482830,0,1
483009,0,1
483188,0,1
483367,0,1
483546,0,1
483725,0,1
483905,0,1
484084,0,1
484262,0,1
484442,0,1
484621,0,1
484801,0,1
484979,0,1
485158,0,1
485338,0,1
485517,0,1
485695,0,1
485875,0,1
486053,0,1
486233,0,1
486413,0,1
486592,0,1
486771,0,1
486950,0,1
487130,0,1
487309,0,1
487488,0,1
487667,0,1
487846,0,1
488026,0,1
488205,0,1
488385,0,1
488563,0,1
488743,0,1
488922,0,1
489102,0,1
489281,0,1
489460,0,1
489640,0,1
489820,0,1
489998,0,1
490178,0,1
490358,0,1
490537,0,1
490716,0,1
490895,0,1
491075,0,1
491255,0,1
491435,0,1
491613,0,1
491793,0,1
491973,0,1
492153,0,1
492331,0,1
492511,0,1
492692,0,1
492870,0,1
493052,0,1
493229,0,1
493409,0,1
493588,0,1
493768,0,1
493948,0,1
494127,0,1
494307,0,1
494486,0,1
494667,0,1
494845,0,1
495026,0,1
495206,0,1
495385,0,1
495565,0,1
495744,0,1
495924,0,1
496103,0,1
496283,0,1
496463,0,1
496641,0,1
496821,0,1
497001,0,1
497181,0,1
497359,0,1
497539,0,1
497719,0,1
497898,0,1
498078,0,1
498257,0,1
498436,0,1
498616,0,1
498795,0,1
498974,0,1
499154,0,1
499334,0,1
499512,0,1
499692,0,1
499872,0,1
500051,0,1
500230,0,1
500410,0,1
500588,0,1
500768,0,1
500947,0,1
501127,0,1
501306,0,1
501486,0,1
501665,0,1
501844,0,1
502023,0,1
502202,0,1
502381,0,1
502561,0,1
502741,0,1
502919,0,1
503098,0,1
503278,0,1
503473,0,1
503653,0,1
503832,0,1
504010,0,1
504190,0,1
504369,0,1
504548,0,1
504727,0,1
504906,0,1
505086,0,1
505265,0,1
505445,0,1
505622,0,1
505802,0,1
505981,0,1
506160,0,1
506338,0,1
506518,0,1
506696,0,1
506876,0,1
507054,0,1
507234,0,1
507413,0,1
507591,0,1
507770,0,1
507950,0,1
508130,0,1
508308,0,1
508488,0,1
508668,0,1
508847,0,1
509026,0,1
509204,0,1
509383,0,1
509562,0,1
509741,0,1
509920,0,1
510099,0,1
510277,0,1
510456,0,1
510635,0,1
510814,0,1
510993,0,1
511171,0,1
511350,0,1
511529,0,1
511709,0,1
511886,0,1
512066,0,1
512245,0,1
512424,0,1
512602,0,1
512781,0,1
512960,0,1
513140,0,1
513320,0,1
513497,0,1
513677,0,1
513855,0,1
514034,0,1
514221,0,1
514392,0,1
514571,0,1
514750,0,1
514929,0,1
515109,0,1
515288,0,1
515466,0,1
515646,0,1
515825,0,1
516003,0,1
516183,0,1
516362,0,1
516542,0,1
516720,0,1
516899,0,1
517078,0,1
517257,0,1
517436,0,1
517616,0,1
517795,0,1
517974,0,1
518153,0,1
518333,0,1
518512,0,1
518692,0,1
518870,0,1
519049,0,1
519228,0,1
519409,0,1
519588,0,1
519766,0,1
519945,0,1
520125,0,1
520304,0,1
520483,0,1
520663,0,1
520842,0,1
521021,0,1
521201,0,1
521380,0,1
521560,0,1
521739,0,1
521918,0,1
522099,0,1
522278,0,1
522456,0,1
522636,0,1
522816,0,1
522997,0,1
523174,0,1
523355,0,1
523534,0,1
523713,0,1
523893,0,1
524073,0,1
524252,0,1
524431,0,1
524611,0,1
524791,0,1
524969,0,1
525150,0,1
525330,0,1
525508,0,1
525688,0,1
525867,0,1
526047,0,1
526227,0,1
526407,0,1
526587,0,1
526766,0,1
526946,0,1
527125,0,1
527304,0,1
527485,0,1
527663,0,1
527844,0,1
528023,0,1
528203,0,1
528383,0,1
528561,0,1
528741,0,1
528921,0,1
529100,0,1
529279,0,1
529460,0,1
529639,0,1
529818,0,1
529997,0,1
530178,0,1
530357,0,1
530535,0,1
530732,0,1
530912,0,1
531091,0,1
531270,0,1
531449,0,1
531630,0,1
531809,0,1
531987,0,1
532168,0,1
532346,0,1
532525,0,1
532704,0,1
532884,0,1
533063,0,1
533243,0,1
533421,0,1
533602,0,1
533780,0,1
533960,0,1
534139,0,1
534317,0,1
534497,0,1
534677,0,1
534856,0,1
535035,0,1
535214,0,1
535393,0,1
535572,0,1
535751,0,1
535931,0,1
536111,0,1
536289,0,1
536469,0,1
536648,0,1
536826,0,1
537005,0,1
537185,0,1
537363,0,1
537543,0,1
537722,0,1
537901,0,1
538079,0,1
538259,0,1
538437,0,1
538616,0,1
538796,0,1
538975,0,1
539154,0,1
539333,0,1
539511,0,1
539690,0,1
539870,0,1
540049,0,1
540227,0,1
540406,0,1
540585,0,1
540764,0,1
540943,0,1
541120,0,1
541301,0,1
541479,0,1
541659,0,1
541838,0,1
542016,0,1
542195,0,1
542373,0,1
542552,0,1
542732,0,1
542910,0,1
543089,0,1
543268,0,1
543446,0,1
543626,0,1
543804,0,1
544000,0,1
544178,0,1
544373,0,1
544553,0,1
544747,0,1
544927,0,1
545122,0,1
545302,0,1
545481,0,1
545659,0,1
545838,0,1
546017,0,1
546195,0,1
546375,0,1
546553,0,1
546733,0,1
546913,0,1
547091,0,1
547271,0,1
547450,0,1
547628,0,1
547808,0,1
547986,0,1
548166,0,1
548345,0,1
548524,0,1
548703,0,1
548882,0,1
549061,0,1
549241,0,1
549419,0,1
549599,0,1
549778,0,1
549956,0,1
550136,0,1
550316,0,1
550495,0,1
550674,0,1
550852,0,1
551032,0,1
551212,0,1
551392,0,1
551570,0,1
551750,0,1
551928,0,1
552108,0,1
552288,0,1
552466,0,1
552646,0,1
552825,0,1
553005,0,1
553185,0,1
553363,0,1
553543,0,1
553723,0,1
553901,0,1
554081,0,1
554261,0,1
554442,0,1
554622,0,1
554802,0,1
554982,0,1
555162,0,1
555341,0,1
555520,0,1
555700,0,1
555878,0,1
556059,0,1
556237,0,1
556418,0,1
556596,0,1
556776,0,1
556956,0,1
557135,0,1
557315,0,1
557495,0,1
557674,0,1
557853,0,1
558033,0,1
558213,0,1
558393,0,1
558572,0,1
558752,0,1
558932,0,1
559111,0,1
559291,0,1
559470,0,1
559650,0,1
559830,0,1
560009,0,1
560257,0,1
560428,0,1
560608,0,1
560787,0,1
560965,0,1
561146,0,1
561325,0,1
561505,0,1
561685,0,1
561863,0,1
562043,0,1
562223,0,1
562401,0,1
562581,0,1
562761,0,1
562940,0,1
563120,0,1
563299,0,1
563477,0,1
563658,0,1
563837,0,1
564016,0,1
564196,0,1
564375,0,1
564554,0,1
564734,0,1
564913,0,1
565092,0,1
565271,0,1
565451,0,1
565630,0,1
565810,0,1
565988,0,1
566168,0,1
566347,0,1
566526,0,1
566706,0,1
566885,0,1
567064,0,1
567243,0,1
567421,0,1
567602,0,1
567779,0,1
567960,0,1
568139,0,1
568318,0,1
568497,0,1
568677,0,1
568855,0,1
569035,0,1
569213,0,1
569393,0,1
569571,0,1
569751,0,1
569931,0,1
570108,0,1
570288,0,1
570466,0,1
570645,0,1
570825,0,1
571003,0,1
571183,0,1
571362,0,1
571540,0,1
571719,0,1
571898,0,1
572078,0,1
572256,0,1
572451,0,1
572630,0,1
572810,0,1
572988,0,1
573167,0,1
573345,0,1
573525,0,1
573704,0,1
573882,0,1
574061,0,1
574239,0,1
574418,0,1
574598,0,1
574775,0,1
574955,0,1
575135,0,1
575312,0,1
575491,0,1
575671,0,1
575849,0,1
576028,0,1
576206,0,1
576386,0,1
576566,0,1
576744,0,1
576922,0,1
577102,0,1
577280,0,1
577460,0,1
577637,0,1
577817,0,1
577996,0,1
578176,0,1
578354,0,1
578534,0,1
578713,0,1
578892,0,1
579070,0,1
579250,0,1
579429,0,1
579608,0,1
579787,0,1
579966,0,1
580146,0,1
580325,0,1
580503,0,1
580683,0,1
580862,0,1
581041,0,1
581219,0,1
581399,0,1
581578,0,1
581757,0,1
581936,0,1
582116,0,1
582296,0,1
582474,0,1
582653,0,1
582833,0,1
583011,0,1
583191,0,1
583370,0,1
583549,0,1
583729,0,1
583908,0,1
584088,0,1
584267,0,1
584445,0,1
584626,0,1
584804,0,1
584984,0,1
585165,0,1
585344,0,1
585521,0,1
585703,0,1
585880,0,1
586060,0,1
586239,0,1
586419,0,1
586599,0,1
586778,0,1
586958,0,1
587137,0,1
587317,0,1
587496,0,1
587674,0,1
587855,0,1
588035,0,1
588214,0,1
588393,0,1
588573,0,1
588752,0,1
588932,0,1
589111,0,1
589291,0,1
589470,0,1
589651,0,1
589829,0,1
590010,0,1
590189,0,1
590369,0,1
590548,0,1
590728,0,1
590908,0,1
591088,0,1
591267,0,1
591446,0,1
591627,0,1
591806,0,1
591985,0,1
592165,0,1
592344,0,1
592524,0,1
592704,0,1
592883,0,1
593063,0,1
593242,0,1
593421,0,1
593602,0,1
593780,0,1
593960,0,1
594139,0,1
594320,0,1
594497,0,1
594678,0,1
594857,0,1
595037,0,1
595216,0,1
595395,0,1
595575,0,1
595755,0,1
595933,0,1
596113,0,1
596292,0,1
596471,0,1
596651,0,1
596830,0,1
